round,accuracy,reward
1,0.6333333333333333,0
2,0.6666666666666666,0
3,0.6333333333333333,0
4,0.5,0
5,0.2833333333333333,0
6,0.7333333333333333,0
7,0.43333333333333335,0
8,0.7,0
9,0.43333333333333335,0
10,0.55,0
11,0.6,0
12,0.2833333333333333,0
13,0.31666666666666665,0
14,0.65,0
15,0.6,0
16,0.5,0
17,0.4166666666666667,0
18,0.43333333333333335,0
19,0.5,0
20,0.5166666666666667,0
